DEPARTMENT,DISTRICT,LOCALITY,YEAR,DATE,DISEASE,SPECIES_RAW,UTM_ZONE,UTM_HEMISPHERE,UTM_X,UTM_Y,LAT,LONG,GEOREFERENCING_TYPE,DATA_SOURCE,SPECIES_CLEAN,SPECIES_MATCHED,STATUS,CONFIDENCE,KINGDOM,PHYLUM,ORDER,FAMILY,GENUS,SPECIES,SPECIES_AI_Correct,Justification,Gemini_AI.app,GEOREFERENCING_TYPE_CLEAN,coordinateUncertaintyInMeters
SAN PEDRO,LIMA,SANGUINA CUE,2011,2011-07-22,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,549967,7342283,-24.0307387864532,-56.5086231655898,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,LIMA,SANGUINA CUE,2011,2011-07-22,LEISHMANIOSIS,NYSSOMYIA NEIVAI,21,S,549967,7342283,-24.0307387864532,-56.5086231655898,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA NEIVAI,"Nyssomyia neivai (Pinto, 1926)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia neivai,"Nyssomyia neivai (Pinto, 1926)","The species was originally described as Phlebotomus neivai by Pinto (1926). For several decades, it was considered a junior synonym of Nyssomyia intermedia (Lutz & Neiva, 1912). However, Marcondes (1996) conducted a detailed morphological and morphometric revision of the intermedia complex, resurrecting Nyssomyia neivai (formerly Lutzomyia neivai) as a valid species. The classification under the genus Nyssomyia follows the taxonomic arrangement proposed by Galati (2003), based on phylogenetic analyses of the subtribe Psychodopygina.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO/TAVAI,TAVAI - YVYHATI (ESTANCIA OLMEDO Y RESERVA CAAGUAZU),2008,2008-09-17,LEISHMANIOSIS,NYSSOMYIA NEIVAI,21,S,638079,7101007,-26.2038348515731,-55.6179700343495,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA NEIVAI,"Nyssomyia neivai (Pinto, 1926)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia neivai,"Nyssomyia neivai (Pinto, 1926)","The species was originally described as Phlebotomus neivai by Pinto (1926). For several decades, it was considered a junior synonym of Nyssomyia intermedia (Lutz & Neiva, 1912). However, Marcondes (1996) conducted a detailed morphological and morphometric revision of the intermedia complex, resurrecting Nyssomyia neivai (formerly Lutzomyia neivai) as a valid species. The classification under the genus Nyssomyia follows the taxonomic arrangement proposed by Galati (2003), based on phylogenetic analyses of the subtribe Psychodopygina.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO/TAVAI,TAVAI - YVYHATI (ESTANCIA OLMEDO Y RESERVA CAAGUAZU),2008,2008-09-17,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,638079,7101007,-26.2038348515731,-55.6179700343495,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO/TAVAI,TAVAI - YVYHATI (ESTANCIA OLMEDO Y RESERVA CAAGUAZU),2008,2008-09-17,LEISHMANIOSIS,LUTZOMYIA FISCHERI,21,S,638079,7101007,-26.2038348515731,-55.6179700343495,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA FISCHERI,"Lutzomyia França, 1924",ACCEPTED,92,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,,"Pintomyia (Pintomyia) fischeri (Pinto, 1926)","The species was originally described by Pinto (1926) as Phlebotomus fischeri. While it was traditionally classified under the genus Lutzomyia for several decades, the current taxonomic stability follows the phylogenetic classification proposed by Galati (2003). Galati elevated the subgenus Pintomyia (Costa Lima, 1932) to the rank of genus, placing this species within the nominate subgenus. This classification is widely accepted in Neotropical dipterology and used by the Pan American Health Organization (PAHO).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO/TAVAI,TAVAI - YVYHATI (ESTANCIA OLMEDO Y RESERVA CAAGUAZU),2008,2008-09-17,LEISHMANIOSIS,BRUMPTOMYIA SP,21,S,638079,7101007,-26.2038348515731,-55.6179700343495,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,BRUMPTOMYIA,"Brumptomyia França & Parrot, 1921",ACCEPTED,94,Animalia,Arthropoda,Diptera,Psychodidae,Brumptomyia,,"Brumptomyia França & Parrot, 1921","The genus Brumptomyia was established by França and Parrot (1921) to accommodate species previously classified under Phlebotomus that exhibited distinct morphological characteristics in the male genitalia, specifically the presence of a basal tuft of setae on the gonocoxite and a simplified paramere structure. The type species is Phlebotomus brumpti Larrousse, 1920. In modern Neotropical sand fly taxonomy, Brumptomyia is recognized as a valid genus within the tribe Phlebotomini, supported by comprehensive phylogenetic and morphological revisions (Galati, 2003; 2018; Young & Duncan, 1994).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
ÑEEMBUCÚ,CERRITO,URBANO,2014,2014-04-30,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,436658,6976244,-27.3354786158932,-57.6403338727991,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,SAN ESTANISLAO,SIRATY,2014,2014-07-18,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,554685,7271771,-24.667410140393,-56.4595309826526,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO,TARUMA,2014,2014-05-12,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,609806,7098221,-26.2314273473678,-55.9006705585705,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO,TARUMA,2014,2014-05-12,LEISHMANIOSIS,PINTOMYIA PESSOAI,21,S,609806,7098221,-26.2314273473678,-55.9006705585705,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,PINTOMYIA PESSOAI,"Pintomyia pessoai (Coutinho & Barretto, 1940)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Pintomyia,Pintomyia pessoai,"Pintomyia (Pintomyia) pessoai (Coutinho & Barretto, 1940)","The species was originally described as Phlebotomus pessoai by Coutinho and Barretto (1940). It was subsequently included in the genus Lutzomyia, subgenus Pintomyia, by various authors during the late 20th century (Young & Duncan, 1994). Following the phylogenetic reclassification of the Phlebotominae subfamily proposed by Galati (2003), the subgenus Pintomyia was elevated to the status of a genus. Pintomyia pessoai is currently recognized as the type species of the pessoai series within the subgenus Pintomyia (Galati, 2021).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CAAZAPÁ,SAN JUAN NEPOMUCENO,TARUMA,2014,2014-05-12,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,609806,7098221,-26.2314273473678,-55.9006705585705,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
ALTO PARANÁ,PRESIDENTE FRANCO,CORAZON DE JESUS,2014,2014-05-12,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,734397,7171440,-25.5558682649049,-54.6669609777744,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
ALTO PARANÁ,PRESIDENTE FRANCO,CORAZON DE JESUS,2014,2014-05-12,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,734397,7171440,-25.5558682649049,-54.6669609777744,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,PUERTO ANTEQUERA,EL DORADO,2014,2014-05-12,LEISHMANIOSIS,PSATHYROMYIA SHANNONI,21,S,493913,7371008,-23.772059543924,-57.0597412294144,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,PSATHYROMYIA SHANNONI,"Psathyromyia shannoni (Dyar, 1929)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Psathyromyia,Psathyromyia shannoni,"Psathyromyia (Psathyromyia) shannoni (Dyar, 1929)","The species was originally described as Phlebotomus shannoni by Dyar (1929). It was later transferred to the genus Lutzomyia and eventually placed within the genus Psathyromyia based on the taxonomic revisions proposed by Barretto (1962). The current classification follows the phylogenetic and morphological criteria established by Galati (2003, 2018), which treats Psathyromyia as a distinct genus within the subtribe Psychodopygina. The species is the type species of the genus Psathyromyia.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,GRAL. RESQUIN,ESTRELLITA,2008,2008-12-09,LEISHMANIOSIS,LUTZOMYIA QUINQUEFER,21,S,588377,7355352,-23.9110317847016,-56.1317159433119,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA QUINQUEFER,"Lutzomyia França, 1924",ACCEPTED,92,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,,"Micropygomyia (Micropygomyia) quinquefer (Dyar, 1929)","Originally described as Phlebotomus quinquefer by Dyar (1929). In the classification system proposed by Young and Duncan (1994), it was treated as Lutzomyia (Micropygomyia) quinquefer. However, following the phylogenetic classification by Galati (2003), which was updated and consolidated in Galati (2018), Micropygomyia Barretto, 1962 was elevated to the status of a genus. The species is currently recognized under the nominate subgenus Micropygomyia.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,GRAL. RESQUIN,ESTRELLITA,2008,2008-12-09,LEISHMANIOSIS,LUTZOMYIA MONTICOLA,21,S,588377,7355352,-23.9110317847016,-56.1317159433119,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA MONTICOLA,"Lutzomyia França, 1924",ACCEPTED,92,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,,"Lutzomyia monticola (Costa Lima, 1932)","The species was originally described by Costa Lima in 1932 as Phlebotomus monticolus. Following the taxonomic reorganization of the subfamily Phlebotominae, it was transferred to the genus Lutzomyia França, 1924. According to the classification systems of Young and Duncan (1994) and Galati (2003, 2018), the species is valid and serves as the type species for the monticola series within the subgenus Lutzomyia. The species is characterized by its distinct paramere structure and spermathecae morphology in the female.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,GRAL. RESQUIN,ESTRELLITA,2008,2008-12-09,LEISHMANIOSIS,BRUMPTOMYIA AVELLARI,21,S,588377,7355352,-23.9110317847016,-56.1317159433119,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,BRUMPTOMYIA AVELLARI,"Brumptomyia avellari (Lima, 1932)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Brumptomyia,Brumptomyia avellari,"Brumptomyia avellari (Costa Lima, 1932)","The species was originally described by Costa Lima in 1932 under the binomen Phlebotomus avellari. Following the taxonomic restructuring of the subfamily Phlebotominae, specifically the elevation of Brumptomyia to generic status and the re-evaluation of morphological characters (such as the presence of a row of longitudinal setae on the male style), the species was formally reassigned to the genus Brumptomyia. This classification is currently upheld in the major taxonomic catalogs of Neotropical sand flies (Young & Duncan, 1994; Galati, 2003).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
SAN PEDRO,GRAL. RESQUIN,ESTRELLITA,2008,2008-12-09,LEISHMANIOSIS,BRUMPTOMYIA GUIMARAESI,21,S,588377,7355352,-23.9110317847016,-56.1317159433119,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,BRUMPTOMYIA GUIMARAESI,"Brumptomyia guimaraesi (Coutinho & Barretto, 1941)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Brumptomyia,Brumptomyia guimaraesi,"Brumptomyia guimaraesi (Coutinho & Barretto, 1941)","Originally described as Phlebotomus guimaraesi by Coutinho and Barretto (1941) based on specimens collected in the state of São Paulo, Brazil. The species was later transferred to the genus Brumptomyia (França & Parrot, 1921) as part of the taxonomic reorganization of the Neotropical Phlebotominae, which separated species associated with armadillo burrows and specific morphological traits (e.g., ascoid shape and male genitalia structure) from the genus Lutzomyia sensu lato. It is currently recognized as a valid species within the Brumptomyina subtribe (Galati, 2003; Shimabukuro et al., 2017).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,VILLETA,KUMBARITY,2004,2004-04-07,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,445344,7170958,-25.57780658071,-57.5442001736605,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
GUAIRÁ,PASO YOBAI,ARROYO HU,2015,2015-07-17,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,602019,7160824,-25.6667919537714,-55.9834858994563,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,VILLETA,SAGRADO CORAZON DE JESUS,2015,2015-07-29,LEISHMANIOSIS,LUTZOMYIA LONGIPALPIS,21,S,443495,7179108,-25.50414250731,-57.5622663043923,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,LUTZOMYIA LONGIPALPIS,"Lutzomyia longipalpis (Lutz & Neiva, 1912)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,"Lutzomyia longipalpis (Lutz & Neiva, 1912)","The species was originally described as Phlebotomus longipalpis by Lutz and Neiva in 1912 based on specimens collected in Brazil. It was later reassigned to the genus Lutzomyia by França (1924) and remains the type species of the genus. Current taxonomic consensus acknowledges that Lutzomyia longipalpis represents a complex of sibling species rather than a single monotypic taxon, evidenced by variations in male pheromones, acoustic signals, and molecular markers (Arrivillaga & Feliciangeli, 2001). However, until these members are formally described as individual species, Lutzomyia longipalpis remains the valid taxonomic name used in medical and entomological literature.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
CENTRAL,VILLETA,SAGRADO CORAZON DE JESUS,2015,2015-07-29,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,443495,7179108,-25.50414250731,-57.5622663043923,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
AMAMBAY,PEDRO J CABALLERO,COLONIA ESTRELLA,2015,2015-04-09,LEISHMANIOSIS,NYSSOMYIA WHITMANI,21,S,609830.31646264996,7528038.55560127,-22.3500433367034,-55.9333741759879,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,NYSSOMYIA WHITMANI,"Nyssomyia whitmani (Antunes & Coutinho, 1939)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Nyssomyia,Nyssomyia whitmani,"Nyssomyia whitmani (Antunes & Coutinho, 1939)","The species was originally described as Phlebotomus whitmani by Antunes and Coutinho (1939). It was later included in the genus Lutzomyia, subgenus Nyssomyia. Following the phylogenetic classification system proposed by Galati (2003), the subgenus Nyssomyia was elevated to the rank of genus. This taxonomic status is widely accepted in modern Neotropical dipterology and is supported by morphological and molecular evidence that distinguishes the Nyssomyia lineage from other Phlebotominae groups.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
AMAMBAY,PEDRO J CABALLERO,COLONIA ESTRELLA,2015,2015-04-09,LEISHMANIOSIS,EVANDROMYIA EVANDROI,21,S,609826.34200924705,7528042.85837581,-22.3500047255923,-55.9334130648763,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,EVANDROMYIA EVANDROI,"Evandromyia evandroi (Lima & Antunes, 1936)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Evandromyia,Evandromyia evandroi,"Evandromyia (Evandromyia) evandroi (Costa Lima & Antunes, 1936)","Originally described as Phlebotomus evandroi by Costa Lima and Antunes (1936) based on specimens collected in São Paulo, Brazil. The species was later reassigned to the genus Evandromyia Mangabeira, 1941. Under the classification system proposed by Galati (2003), it is the type species of the genus Evandromyia and belongs to the subgenus Evandromyia. The classification is justified by the morphological characteristics of the male terminalia (specifically the structure of the paramere and aedeagus) and the female spermathecae, which distinguish it from species in the genus Lutzomyia.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
AMAMBAY,PEDRO J CABALLERO,COLONIA ESTRELLA,2015,2015-04-09,LEISHMANIOSIS,EVANDROMYIA LENTI,21,S,609826.34200924705,7528042.85837581,-22.3500047255923,-55.9334130648763,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,EVANDROMYIA LENTI,"Evandromyia lenti (Mangabeira, 1938)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Evandromyia,Evandromyia lenti,"Evandromyia (Evandromyia) lenti (Mangabeira, 1938)","La especie fue descrita originalmente por Mangabeira en 1938 bajo el nombre de Phlebotomus lenti. Posteriormente, tras las revisiones taxonómicas de la subfamilia Phlebotominae, fue transferida al género Evandromyia Mangabeira, 1941. Según la clasificación filogenética propuesta por Galati (2003, 2021), se ubica dentro del subgénero Evandromyia, basándose en la morfología característica del cibario en las hembras (presencia de dientes horizontales y verticales bien desarrollados) y la estructura de los parámetros y el edeago en los machos.",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
AMAMBAY,PEDRO J CABALLERO,COLONIA ESTRELLA,2015,2015-04-09,LEISHMANIOSIS,PINTOMYIA FISCHERI,21,S,609826.34200924705,7528042.85837581,-22.3500047255923,-55.9334130648763,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,PINTOMYIA FISCHERI,"Pintomyia fischeri (Pinto, 1926)",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Pintomyia,Pintomyia fischeri,"Pintomyia (Pintomyia) fischeri (Pinto, 1926)","Originally described as Phlebotomus fischeri by Pinto (1926), the species was later reassigned to the genus Lutzomyia. However, following the phylogenetic reclassification of the subfamily Phlebotominae by Galati (2003), the species is currently recognized under the genus Pintomyia Costa Lima, 1932, and the subgenus Pintomyia. This taxonomic status is maintained in recent systematic revisions of Neotropical sand flies (Galati, 2018).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
AMAMBAY,PEDRO J CABALLERO,COLONIA ESTRELLA,2015,2015-04-09,LEISHMANIOSIS,MIGONEMYIA MIGONEI,21,S,609826.34200924705,7528042.85837581,-22.3500047255923,-55.9334130648763,DATOS CONSIGNADOS POR EL OPERADOR DEL SENEPA,Dataset_flebotomos.csv,MIGONEMYIA MIGONEI,"Migonemyia migonei França, 1920",ACCEPTED,99,Animalia,Arthropoda,Diptera,Psychodidae,Migonemyia,Migonemyia migonei,"Migonemyia migonei (França, 1920)","Originally described as Phlebotomus migonei by França (1920) based on specimens collected in Paraguay. It was later reassigned to the genus Migonemyia by Galati (1995) during the phylogenetic reclassification of the subtribe Lutzomyiina. The species is the type species of the genus Migonemyia and is widely recognized under this binomen in current Neotropical dipterology (Galati, 2021).",https://gemini.google.com/share/1becd26ba066,GPS de Campo,30
